nid;transaccion_tipo;digitalizacion_medir;digitalizacion_observacion;descargas_obligatorias;formulario_digital;turno_requerido;turno_digital;identificacion_digital;posee_notificaciones;notificaciones;pago_requerido_list;pago_electronico_list;resumen_nivel;relevamiento_observaciones;recomendacion;observacion_recomendacion;texto_servicio;cat1;cat2;cat3;cat4
1421;ASESORAMIENTO;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;Asesoramiento por vía telefónica, presencial y/o correo electrónico.;JUNTAR;"60;72;73;75;97;1421;1429";;;;;
1422;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar animales vivos;Obtener certificado;Para la exportacion de animales vivos de especies diversas para producción;;Exportar animales vivos de especies diversas para producción
1423;INSCRIPCIÓN;SI;;SI;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;3;La credencial debería poder recibirse en el domicilio.;NINGUNA;;Obtener credencial para la biblioteca;Investigador;;;
1424;ASESORAMIENTO;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;Se puede realizar la consulta telefónicamente pero digitalmente no. ;NINGUNA;;;;;;
1425;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No especifica si el arancel puede abonarse en forma electrónica;NINGUNA;;Aprobar envases para el transporte de mercancías peligrosas;;;;
1426;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar animales vivos;Habilitar ;Transporte de animales en pie;;Habilitar transporte de animales en pie
1427;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar animales vivos;Obtener certificado;Para la importación de animales desde cualquier origen para producción;;Importar animales desde cualquier origen para producción
1428;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Autorizar laboratorios de semillas;;;;
1429;ASESORAMIENTO;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;Asesoramiento por vía telefónica, presencial y/o correo electrónico.;JUNTAR;"60;72;73;75;97;1421;1429";;;;;
1430;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;4;"Se requiere firma digital
No se que tipo de clave requiere porque no carga la página";NINGUNA;;Fondo Comun de Inversión;Solicitar aprobación de un nuevo reglamentos de gestión del Fondo Común de Inversión (FCI);;;
1431;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Titular;Mayores de 70;Definitiva;
1432;DOCUMENTACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;3;;JUNTAR;"1432;1433";Obtener DNI;Actualización;x edad - 14 años;argentino;Argentina
1433;DOCUMENTACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;3;;JUNTAR;"1432;1433";Obtener DNI;Actualización;x edad - 5 a 8 años;argentino;Argentina
1435;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Titular;;Provisoria;
1436;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Titular;Jubilado o pensionado;Definitiva;
1437;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Grupo familiar del titular;Cónyuge;Definitiva;
1438;LEGALIZACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;Legalizar / Apostillar documentos;Apostilla de la Haya;;;
1439;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;Revisar contenidos. Los links a los formularios están desactualizados, tienen membrete del Ministerio de Desarrollo Social.;NINGUNA;;Obtener beca/apoyo económico;Intituciones deportivas;;;
1440;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;SI;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
1441;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;1;;NINGUNA;;Afectar al régimen del bien de familia;;;;
1442;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No especifica si el arancel puede abonarse en forma electrónica;NINGUNA;;Aprobar medios y dispositivos de salvamiento;;;;
1443;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;1;;JUNTAR;"1443;1444";Obtener DNI;Actualización;x edad - 14 años;argentino;Exterior
1444;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;1;;JUNTAR;"1443;1444";Obtener DNI;Actualización;x edad - 5 a 8 años;argentino;Exterior
1445;DOCUMENTACIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;JUNTAR;"782;1445";Obtener DNI;Renovación;x cambio categoria migratorio;extranjero;Argentina
1446;DOCUMENTACIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;JUNTAR;"1446;1451";Obtener DNI;Actualización;x edad - 5 a 8 años;extranjero;Argentina
1447;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;Si bien no requiere la presencia del ciudadano (porque existe la posibilidad de realizar el trámite por correo postal) el grado de digitalización es mínimo y deben imprimirse formularios y completar manualmente.;NINGUNA;;Obtener subsidio para Biblioteca Popular;Obtener número de beneficiario;;;
1448;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Monotributo;Adherir;;;
1449;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
1450;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
1451;DOCUMENTACIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;JUNTAR;"1446;1451";Obtener DNI;Actualización;x edad - 14 años;extranjero;Argentina
1453;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;1;;NINGUNA;;Actualizar personal de auxiliares farmacéuticos;;;Registrar farmacéutico auxiliar;
1454;SOLICITUD;SI;;SI;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Reactivar cobro suspendido;;;;
1455;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Obtener dictamen de incapacidad laboral;Por beneficio de retiro transitorio por invalidez por Convenios Internacionales;;;
1456;INSCRIPCIÓN;SI;;SI;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;La interacción digital es la obtención de turno. No queda claro qué tipo de turno sacar;NINGUNA;;Actualizar datos del padrón del Sistema Nacional del Seguro de Salud;;;;
1457;SOLICITUD;SIN INFORMACIÓN;;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;;NINGUNA;;Parques Industriales;;;;
1458;CONSULTA;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
1459;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;;;;;
1460;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;Revisar contenido si se puede completar el formulario a descargar.;NINGUNA;;Recibir indemnización ;Recibir;Indemnización - Ampliar beneficios;"Detenido durante la vigencia del estado de sitio (entre 6/11/1974 y el 10/12/1983), o 
Causahabientes o herederos de desapericidos o fallecidos como consecuencia del accionar del terrorismo de Estado (antes del 10/12/1983)";
1461;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;Revisar link del formulario;NINGUNA;;Programa Argentina Trabaja, Enseña y Aprende;;;;
1463;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Transporte pasajeros;Documentación;;;
1464;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;2;;NINGUNA;;Transporte pasajeros;Inscripciones;;;
1466;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Transporte pasajeros;Documentación;;;
1467;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Programa Clubes Argentinos;;;;
1468;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Comercializar animales vivos;Obtener certificado;Internacional para autorizar el ingreso de perros y gatos al país.;;Ingresar perros y gatos al país 
1469;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el pago puede realizarse de manera electrónica;NINGUNA;;Comercializar animales vivos;Realizar control ;Sanitario para participar en exposición ganadera de Palermo;;Realizar el control sanitario para participar en exposición ganadera de Palermo
1470;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar material reproductivo;Obtener certificado;Zoosanitario definitivo de exportacion de material reproductivo, (huevos fértiles, semen y embriones);;Exportar material reproductivo, (huevos fértiles, semen y embriones)
1471;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar alimentos para animales;Aprobar ;Materia prima de origen animal destinada a la alimentación animal nacional o importada;;Aprobar materia prima de origen animal destinada a la alimentación animal nacional o importada
1472;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar animales vivos;Autorizar el tránsito;De aves silvestres a de Tierra del Fuego, Antártida e Islas del Atlántico Sur;;Despachar aves silvestres a de Tierra del Fuego, Antártida e Islas del Atlántico Sur
1473;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar alimentos para animales;Ampliar habilitación;De firmas elaboradoras, fraccionadoras y/o distribuidoras de alimento animal;;Ampliar la habilitación de firmas elaboradoras, fraccionadoras y/o distribuidoras de alimento animal
1474;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;Comercializar alimentos para animales;Autorizar exportación;De alimentos para animales;;Alimentos para animales - Autorización de exportación
1475;SOLICITUD;NO;Descentralizado: Las provincias pueden establecer requisitos particulares para autorizar los movimientos y el emplazamiento de las colmenas en su territorio;SIN INFORMACIÓN;SIN INFORMACIÓN;NO - NO APLICA TURNO;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;;NINGUNA;;Comercializar animales vivos;Autorizar el tránsito;De colmenas, núcleos y paquetes de abejas para tránsito federal.;;Trasladar colmenas, núcleos y paquetes de abejas para tránsito federal
1476;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar animales vivos;Autorizar el tránsito;Internacional de animales entre terceros países ;;Autorizar el tránsito internacional de animales entre terceros países 
1477;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;"El link del formulario para descargar tira ""500 - ERROR""";NINGUNA;;Comercializar alimentos para animales;Obtener certificado;Sanitario para la exportación definitiva de alimento animal;;Obtener el certificado sanitario para la exportación definitiva de alimento animal
1478;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;4;;NINGUNA;;Comercalizar Ganado;Obtener el documento ;Para despachar ganado bovino para faena con destino a la Unión Europea (para el tránsito electrónico -DTe);;Despachar ganado bovino para faena con destino a la Unión Europea
1479;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el pago puede realizarse de manera electrónica;NINGUNA;;Comercalizar Ganado;Obtener el documento ;Para despachar ganado desde zona con garrapatas a zonas en erradicación o sin parásitos (para el tránsito electrónico -DTe);;Despachar ganado desde zona con garrapatas a zonas en erradicación o sin parásitos
1480;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;algunos links no funcionan;NINGUNA;;Comercalizar Ganado;Obtener el documento ;Para despachar ganado desde zona indemne de garrapata a establecimientos interdictos (para el tránsito electrónico -DTe);;Despachar ganado desde zona indemne de garrapata a establecimientos interdictos
1481;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el pago puede realizarse de manera electrónica;NINGUNA;;Comercializar animales vivos;Obtener documento de tránsito ;Para despachar ganado equino;;Obtener el documento de tránsito para despachar ganado equino
1482;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el pago puede realizarse de manera electrónica;NINGUNA;;Comercializar animales vivos;Obtener documento de tránsito ;Para despachar reproductores porcinos;;Obtener el documento de tránsito para despachar reproductores porcinos
1483;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;Comercializar animales vivos;Obtener documento de tránsito ;Electrónico de animales;;Obtener el documento de tránsito electrónico de animales
1484;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;Animales Vivos - Documento para el tránsito de animales sin cambio de titularidad;;;;Animales Vivos - Documento para el tránsito de animales sin cambio de titularidad
1485;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar animales vivos;Obtener Certificado ;Zoosanitario para exportar especies protegidas por fauna (psitácidos, aves silvestres, animales de zoológico);;Exportar especies protegidas por fauna (psitácidos, aves silvestres, animales de zoológico)
1486;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar material reproductivo;Obtener autorizacion ;de importacion de material reproductivo (huevos fértiles, semen y embriones);;Importar material reproductivo (huevos fértiles, semen y embriones)
1487;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar animales vivos;Habilitar;La libreta sanitaria equina;;Habilitar la libreta sanitaria equina
1488;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;No dice si el pago puede realizarse de manera electrónica;NINGUNA;;Comercializar alimentos para animales;Aprobar, inscribir y reinscribir ;Las firmas elaboradoras de alimento animal;;Aprobar, inscribir y reinscribir las firmas elaboradoras de alimento animal
1489;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar alimentos para animales;Autorizar exportación ;De plantas elaboradoras de materia prima para consumo animal;;Autorizar la exportación de plantas elaboradoras de materia prima para consumo animal
1490;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar productos de origen animal;Autorizar importación ;De productos, subproductos o derivados de origen animal;;Solicitar la importación de productos, subproductos o derivados de origen animal
1491;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar alimentos para animales;Dar de baja la inscripción o habilitación;De firmas o establecimientos de alimento animal;;Dar de baja la inscripción o habilitación de firmas o establecimientos de alimento animal
1492;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Comercializar alimentos para animales;Obtener certificado ;De libre venta de un producto registrado destinado a la alimentación animal;;Obtener el certificado de libre venta de un producto registrado destinado a la alimentación animal
1493;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar productos de origen vegetal;Obtener certificado;De exportación de productos, subproductos o materias primas de origen vegetal;;Obtener el certificado de exportación de productos, subproductos o materias primas de origen vegetal
1494;SOLICITUD;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;NINGUNA;;Comercializar productos de origen vegetal;Obtener certificado;Provisorio de exportación de productos, subproductos o materias primas de origen vegetal;;Obtener el certificado provisorio de exportación de productos, subproductos o materias primas de origen vegetal
1496;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar alimentos para animales;Habilitar e inscribir;La firma elaboradora, fraccionadora, distribuidora o depósito de alimento animal;;Habilitar e inscribir la firma elaboradora, fraccionadora, distribuidora o depósito de alimento animal
1497;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;Comercializar alimentos para animales;Inscribir o hablilitar ;La firma distribuidora, importadora y/o exportadora con depósito propio;;Alimentos para animales - Habilitación e inscripción de firma distribuidora, importadora y/o exportadora con depósito propio
1498;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Comercializar productos veterinarios;Habilitar e inscribir ;Firma distribuidora, importadora o exportadora con depósito de terceros;;Habilitar e inscribir la firma distribuidora, importadora o exportadora con depósito de terceros
1499;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Comercializar productos de origen vegetal;Habilitar e inscribir ;La firma elaboradora de materia prima e ingredientes de origen vegetal;;Habilitar e inscribir la firma elaboradora de materia prima e ingredientes de origen vegetal
1500;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar alimentos para animales;Registrar establecimientos ;De terceros en firmas ya inscriptas;;Registrar nuevos establecimientos de terceros en firmas ya inscriptas
1501;SOLICITUD;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;1;;NINGUNA;;Viajar con mascotas;Trasladar;Mascotas dentro del país;;Trasladar mascotas dentro del país
1503;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
1504;ACTIVIDAD;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;;;;;
1505;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Grupo familiar del titular;Concubino;Definitiva;
1506;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Grupo familiar del titular;Unido civilmente;Definitiva;
1507;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Grupo familiar del titular;Hijo soltero y estudiante;Definitiva;
1508;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Grupo familiar del titular;Hijos de hijo menor a cargo ;Definitiva;
1509;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Grupo familiar del titular;Hijos o cónyuge incapacitados ;Definitiva;
1510;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Grupo familiar del titular;Nietos incapacitados mayores de edad ;Definitiva;
1511;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Grupo familiar del titular;Menores bajo guarda o tutela o curatela;Definitiva;
1512;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Grupo familiar del titular;Padre o madre;Definitiva;
1513;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Grupo familiar del titular;Abuelo o Abuela;Definitiva;
1514;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Grupo familiar del titular;Familiar no conviviente;Definitiva;
1515;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Titular ;Con pensión no contributivas por discapacidad;Definitiva;
1516;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Titular ;Que sufrió accidente de trabajo;Definitiva;
1517;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Titular;Veterano de guerra;Definitiva;
1518;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Afiliarse al PAMI;Titular;Jubilado o pensionado italiano;Definitiva;
1519;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;;;;;
1520;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;Se puede presentar la documentación por correo postal.;JUNTAR;"1446;1451";Solicitar apertura de legajo de identidad;;;;
1525;SOLICITUD;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;El link del trámite es de back!;NINGUNA;;Obtener certificación negativa;;;;
1526;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Localizar lugar de cobro;;;;
1527;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Obtener DNI;Seguir tramite DNI;;;Argentina
1528;TURNO;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
1540;SOLICITUD;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Tarifa Social;;;;
